epoch,acc,loss,val_acc,val_loss
0,0.5944323,1.9616103651221664,0.65587044,1.4120723928014438
1,0.5998908,1.8147137318636133,0.68556005,1.210083010296027
2,0.6004367,1.8412632546570624,0.68690956,1.2287842681010563
3,0.61954147,1.700478461111477,0.6977058,1.1298840244611104
4,0.6217249,1.6671670107862315,0.7071525,1.0711049263676007
5,0.63973796,1.5833050962618864,0.7071525,1.124631144106388
6,0.6588428,1.5516891901149499,0.7125506,1.1076945836345355
7,0.6670306,1.4680155643209098,0.71524966,1.027816412349542
8,0.6637555,1.4126637762810985,0.72469634,0.9589607020219167
9,0.6975983,1.2741511184315495,0.7260459,0.9680824366708597
10,0.69541484,1.3645437221860262,0.7354926,0.9435607505341371
11,0.70906115,1.1961211195158645,0.731444,0.9485764342049757
12,0.7221616,1.11964089589348,0.74358976,0.9301120042800903
13,0.7330786,1.1235715411115421,0.7422402,0.8214003990093867
14,0.71997815,1.135646834123603,0.74763834,0.8410439603030682
15,0.75873363,1.0133864673985145,0.74763834,0.8656141974497586
16,0.74454147,1.0714196105971607,0.75168693,0.8544358822206656
17,0.75382096,1.0860922777106148,0.75843453,0.7842016685754061
18,0.76146287,0.9563991458655445,0.7597841,0.7853575504074494
19,0.76965064,0.8918576758501311,0.7705803,0.7273545973002911
20,0.7718341,0.9088451154367372,0.7692308,0.7534642809381088
21,0.7762009,0.8643630167802869,0.7746289,0.7334012084951004
22,0.77674675,0.9095227916167813,0.7894737,0.6561423068245252
23,0.7849345,0.8200287868362327,0.78407556,0.7451516389846802
24,0.78111356,0.8491469167465726,0.7692308,0.7865259622534116
25,0.8018559,0.7995585672980313,0.7854251,0.7083043493330479
26,0.7947598,0.8450258309143599,0.7975708,0.6469829094906648
27,0.7931223,0.8203745648329955,0.7975708,0.6116714185821669
28,0.8040393,0.7802110858359191,0.7962213,0.6358264828256021
29,0.8100437,0.770083162982391,0.8002699,0.6161240033397917
30,0.816048,0.6653769869991786,0.81106615,0.5790916938955585
31,0.8127729,0.7016608584916227,0.7962213,0.6845933503160874
32,0.816048,0.7248129744456845,0.7894737,0.7193046249449253
33,0.82368994,0.6575741627330863,0.81376517,0.5867041007926067
34,0.8100437,0.7142483084482918,0.81781375,0.5683803005764881
35,0.84061134,0.6820382949566737,0.8097166,0.6220953992257515
36,0.8318777,0.5969904767894328,0.81511474,0.59791959139208
37,0.82478166,0.7055490282425193,0.81781375,0.5655449864765009
38,0.83133185,0.6212232274259543,0.82051283,0.5566239164521297
39,0.83842796,0.6140651305950364,0.8245614,0.5209133797713245
40,0.845524,0.598500442296657,0.82321185,0.5946784112602472
41,0.85534936,0.5684659249071992,0.80701756,0.6588800636430582
42,0.85207427,0.5807143591474497,0.82321185,0.588105191787084
43,0.84170306,0.590809419035391,0.82186234,0.5487997469802698
44,0.845524,0.5752932742465792,0.82321185,0.5098416863377982
45,0.84388644,0.6085998535676814,0.81646425,0.5535940679740937
46,0.8569869,0.5115877685978943,0.81781375,0.569986472527186
47,0.8411572,0.6323377105151201,0.82861,0.5240928288549185
48,0.8460699,0.6012581819790419,0.81781375,0.5673605321596066
49,0.845524,0.6630413622054471,0.8259109,0.5354185774922371
50,0.8591703,0.5325287802706119,0.8259109,0.5329298612972101
51,0.856441,0.5837634797960389,0.831309,0.5052502391239008
52,0.8717249,0.4920986756096761,0.8394062,0.4798972140997648
