epoch,acc,loss,val_acc,val_loss
0,0.5878821,2.6679036742214555,0.5937922,1.2667270476619403
1,0.5360262,2.1671359092647853,0.61808366,1.2190251909196377
2,0.57478166,1.9181619257906117,0.6315789,1.1936614786585171
3,0.5725983,1.8991283782184385,0.64507425,1.0715579399839044
4,0.59170306,1.745237160978359,0.659919,1.0309714333464701
5,0.5922489,1.7327538176915531,0.6653171,0.9929964722444614
6,0.625,1.5745208608271253,0.6936572,0.9549276096125444
7,0.6037118,1.6613385219240813,0.7004049,0.9071206115186214
8,0.63045853,1.4953416730378912,0.71524966,0.8404294554105339
9,0.64737993,1.5245909003711684,0.7125506,0.8197663182412119
10,0.66430134,1.2832379887718302,0.7368421,0.7763569584737221
11,0.67358077,1.3277068367170974,0.74763834,0.7530483547598124
12,0.6741266,1.2832766875429444,0.75168693,0.7237400437394778
13,0.67958516,1.235677764795753,0.7651822,0.7711605802178383
14,0.69978166,1.128792167751029,0.7611336,0.7425212524831295
15,0.6970524,1.1461681340979697,0.7651822,0.7221813673774401
16,0.7161572,1.0869278251864505,0.7854251,0.6457781332234541
17,0.72598255,1.0420041927604176,0.7948718,0.6828966109702984
18,0.73526204,1.0235315733080868,0.79352224,0.604780001565814
19,0.7330786,1.0048975721977684,0.7989204,0.5880486375341812
20,0.7363537,0.9716972438659209,0.8002699,0.5681972438469529
21,0.74017465,0.9416002586939449,0.8097166,0.5510131598760685
22,0.7374454,0.9477550671090205,0.81646425,0.6180209703743458
23,0.7581878,0.853119819445381,0.8191633,0.5486791040748358
24,0.76310045,0.8606927385757063,0.82726043,0.5179062373936176
25,0.7669214,0.8201843573667077,0.82726043,0.5105589327091972
26,0.77292573,0.8532621397201672,0.8340081,0.5063040809084972
27,0.7854803,0.8105771994486647,0.8340081,0.5417302039762338
28,0.7860262,0.7249477851859347,0.84210527,0.5305149268048505
29,0.77292573,0.7979104427791579,0.84750336,0.5236986644255618
30,0.79366815,0.7057706225647156,0.8488529,0.5119665668656429
31,0.7963974,0.7713719624619296,0.84075576,0.4542313851416111
32,0.8144105,0.6458132652216083,0.85290146,0.4511379022151232
33,0.7996725,0.6892530347452414,0.85695004,0.4460431132465601
34,0.7947598,0.719013832542053,0.85695004,0.47082491234565776
35,0.8133188,0.6547505420888876,0.8582996,0.4641506856617828
36,0.81823146,0.6889451942589606,0.8596491,0.4274597729866703
37,0.82805675,0.6353516609257486,0.8677463,0.4340298241392399
38,0.8193231,0.6745440723073535,0.8677463,0.4430063709927102
39,0.8258734,0.6041424231498002,0.8663968,0.43535135112081963
40,0.8231441,0.6343905953080373,0.8663968,0.4517268392567833
41,0.84497815,0.5191410798172763,0.8717949,0.4139555992248158
42,0.8220524,0.6188363253614788,0.8717949,0.4223069328193863
43,0.8427948,0.5435449993766551,0.8717949,0.4050837242975831
44,0.8335153,0.5894973606001341,0.8731444,0.3948388146236539
45,0.8286026,0.5865071512205632,0.87449396,0.4029273623600602
46,0.8444323,0.5939749772111401,0.87449396,0.3834268826370438
47,0.8378821,0.5356982118698187,0.87584347,0.39159504921796423
48,0.8444323,0.5688458625145875,0.87449396,0.4310875437222421
49,0.8395197,0.5456899537269726,0.87989205,0.42095795180648565
50,0.8504367,0.5366326966139947,0.87584347,0.43085268077751
51,0.8460699,0.5610179437820568,0.87584347,0.3805215551207463
52,0.8329694,0.5917420181645056,0.87989205,0.39269657898694277
53,0.84170306,0.533683440115254,0.87989205,0.3790806441878279
54,0.8558952,0.4826022473745471,0.8785425,0.3773849851762255
55,0.8531659,0.5571318980648008,0.87989205,0.375684571879295
56,0.8537118,0.5589459822167475,0.88124156,0.3712377350117701
57,0.8613537,0.48127476012082077,0.8879892,0.4278453040557603
58,0.8580786,0.46561937151257127,0.88529015,0.4081707710089783
59,0.86080784,0.4914175579121019,0.8879892,0.37979479879140854
60,0.8597162,0.44588510417196425,0.88933873,0.3709698573996623
61,0.85862446,0.5076503900721604,0.8879892,0.3629277491321166
62,0.8646288,0.45980683548221424,0.88933873,0.37700822701056796
63,0.86517465,0.4908646274862331,0.8920378,0.3775557299765448
64,0.87227076,0.48644185424111297,0.8947368,0.3855830191945036
65,0.86026204,0.4604890492285183,0.8947368,0.37524009053595364
66,0.87882096,0.40275851692435,0.8947368,0.3900897428393364
67,0.87117904,0.44562295938162827,0.8960864,0.41663885706414777
68,0.8793668,0.43073860481056064,0.900135,0.3554646785487421
69,0.87882096,0.41109124574338507,0.900135,0.35422122416396934
70,0.8815502,0.41636447328667453,0.900135,0.3479177586753697
71,0.88482535,0.3978285242896934,0.900135,0.351535864348989
72,0.88045853,0.4233502697476133,0.8987854,0.35960139165399596
73,0.87445414,0.456131306342683,0.900135,0.347747033588045
74,0.8831878,0.40623679848217026,0.9014845,0.3664010800421238
75,0.8717249,0.4846502627738178,0.900135,0.34920179937034845
76,0.89137554,0.37790154512792695,0.9041835,0.38940853408227366
77,0.8919214,0.35618871578938577,0.9068826,0.39872109222536284
78,0.8853712,0.37073018301001803,0.9068826,0.39238695831348497
79,0.87882096,0.417977431926553,0.9055331,0.3531068641071518
80,0.8799127,0.40799422158684795,0.9041835,0.36562946004172164
81,0.8886463,0.4001054017759827,0.9041835,0.3662360965584715
82,0.8951965,0.3561811452511877,0.9082321,0.35454824566841125
83,0.88919216,0.3843415221077386,0.9014845,0.33935594217230874
84,0.8951965,0.3479523071165168,0.90958166,0.4617564675475781
85,0.89737993,0.3450479538680164,0.9082321,0.3657482222964366
86,0.89137554,0.4247224701804365,0.9082321,0.35459613520652056
87,0.89465064,0.3734347583587774,0.9082321,0.36290698234612745
88,0.8919214,0.38731552693000526,0.9082321,0.3395044634429117
89,0.8941048,0.3736852840174754,0.9055331,0.33863534367022413
90,0.89137554,0.36692370754141995,0.9068826,0.3209098941879347
91,0.8919214,0.3756686452629785,0.9082321,0.34024004825914744
92,0.90065503,0.36480093028347566,0.9082321,0.34201542288064957
93,0.8984716,0.3467534680029288,0.9082321,0.3391157740649457
94,0.90065503,0.3497413871525156,0.90958166,0.3306236958305817
95,0.89137554,0.35935306688973995,0.9068826,0.38721074784795445
96,0.9039301,0.34106926470344245,0.9082321,0.3548972139445444
97,0.8962882,0.330492353660571,0.9082321,0.34201370272785425
98,0.9001092,0.32861429514713164,0.9082321,0.3242018533249696
99,0.89465064,0.33591533621455905,0.90958166,0.3284241383274396
100,0.9099345,0.3166859487486458,0.9122807,0.3404044723138213
101,0.904476,0.28973427961486914,0.91093117,0.3427240097274383
102,0.8984716,0.33675220270344264,0.90958166,0.3258519259591897
103,0.90065503,0.3272027713551662,0.90958166,0.3279981330657999
104,0.8995633,0.3392382920048643,0.9055331,0.3091445441047351
105,0.9028384,0.34395125215490835,0.90958166,0.32422722938160103
106,0.9055677,0.30151451138299623,0.91363025,0.3337523077304165
107,0.9039301,0.3317905000724126,0.91363025,0.3399842834721009
108,0.9110262,0.2901939108121864,0.91093117,0.3347538039088249
109,0.90174675,0.32952610536694005,0.91093117,0.3308036361510555
110,0.9104803,0.31987920571037254,0.91363025,0.3533653585085024
111,0.8951965,0.3353705388294557,0.91363025,0.34390569967217743
112,0.8984716,0.3199281148026864,0.91093117,0.33453294130352634
113,0.9012009,0.33258210781424846,0.91093117,0.3157029035501182
114,0.8962882,0.3431768180501513,0.91093117,0.33018306487550336
115,0.91157204,0.2811395848194324,0.91093117,0.33429767429091345
116,0.9099345,0.2920262286496475,0.91093117,0.3316833585655938
117,0.9072052,0.30803139452460554,0.91363025,0.32764835216463933
118,0.90229255,0.30660430768171254,0.9122807,0.36624361171076697
119,0.90338427,0.3285119719640657,0.9122807,0.3411964926247795
120,0.90611356,0.30537193601210827,0.91363025,0.3609228848557298
121,0.90938866,0.29955917219407696,0.91363025,0.32499217016932863
122,0.9181223,0.2755700969259259,0.91093117,0.33812665147706866
123,0.90665936,0.30891280914921165,0.91093117,0.3989671937500437
124,0.91866815,0.268454442736103,0.91363025,0.3268897306794922
125,0.91484714,0.287100792358178,0.9122807,0.3425888086591537
126,0.915393,0.2611262756908174,0.91363025,0.3229339638686118
127,0.9099345,0.3202803840283223,0.91093117,0.33836480726798374
128,0.9164847,0.2801038812211507,0.91093117,0.3563988031043361
129,0.91866815,0.27049031817887026,0.91093117,0.3500934507076939
130,0.9268559,0.2567399413402164,0.91497976,0.3130367603735067
131,0.91593885,0.25670504145421835,0.9122807,0.3151244153268635
132,0.91757643,0.26149149270785166,0.9122807,0.32878226062166505
133,0.9099345,0.3074349723593637,0.9122807,0.33756707941453595
134,0.91757643,0.29317580617841754,0.9122807,0.3469857554882765
135,0.91430134,0.23646215492591066,0.91497976,0.31929641698176664
136,0.9088428,0.270818928207828,0.91497976,0.31696989573538303
137,0.9224891,0.27255996700587753,0.9122807,0.3894432300391297
138,0.9012009,0.32682468228888045,0.91363025,0.309648594353348
139,0.9137555,0.26254621541786405,0.9122807,0.3239268320806635
140,0.915393,0.26543344137580116,0.91363025,0.31596395719680004
141,0.91866815,0.29018766501324667,0.91093117,0.3304035461624153
142,0.91430134,0.2766971510050078,0.91497976,0.3090321139801138
143,0.90229255,0.3189679883160185,0.91497976,0.30463421500947635
144,0.92849344,0.2305933620016127,0.9122807,0.32278483485182125
145,0.915393,0.2764191868710921,0.91497976,0.3016175291656206
146,0.92358077,0.24699436495788232,0.91497976,0.31291112513281405
147,0.9230349,0.28232739285838393,0.91093117,0.32818333292379975
148,0.9224891,0.25126471564043557,0.91497976,0.3165335695569714
149,0.9274017,0.23713427874784282,0.91363025,0.31844537518918514
150,0.9224891,0.23997316190639437,0.90958166,0.33263407756264013
151,0.91157204,0.28105609261280323,0.91363025,0.32633467732618254
152,0.9246725,0.2684447882477373,0.91363025,0.3176451810092355
153,0.9121179,0.2909531002481952,0.90958166,0.3305227958286802
154,0.93122274,0.23293457967615544,0.91497976,0.3132329414365813
155,0.92521834,0.29288595630156944,0.91497976,0.2989678152371198
156,0.9274017,0.23784970025243196,0.91497976,0.30936433021755266
157,0.91593885,0.2905587407243824,0.91363025,0.32297497522085905
158,0.93286026,0.2516868441735748,0.91363025,0.3145246971786643
159,0.9241266,0.2522280705873102,0.91497976,0.3124378963839263
160,0.9170306,0.29215206707701674,0.9122807,0.3224259128716464
161,0.9213974,0.2516085827747547,0.90958166,0.36137615819461644
162,0.91866815,0.25042106609742715,0.9082321,0.37314830409983796
163,0.9181223,0.2589540423003867,0.91497976,0.3080195848791239
164,0.92631006,0.23791055070586078,0.91497976,0.30799949428183027
