epoch,acc,loss,val_acc,val_loss
0,0.5573144,2.2164187514625784,0.6005398,1.6587280457218487
1,0.5644105,2.0434132111645162,0.6059379,1.4898509631554286
2,0.56823146,1.9612870929543107,0.61808366,1.4191899696985881
3,0.59934497,1.8849813209350452,0.6315789,1.3189412107070286
4,0.59497815,1.8748164161323981,0.6383266,1.2521782368421555
5,0.6015284,1.7366622868583712,0.6545209,1.2252377619345982
6,0.62772924,1.6425526600217195,0.6734143,1.1764109060168266
7,0.6375546,1.5641732726034638,0.67611337,1.1833740149935086
8,0.6419214,1.5722695099734842,0.68556005,1.1421841097374756
9,0.65065503,1.5739974278029396,0.6963563,1.0658165042599042
